Plugin,Menu,Section,Type,English,Japanese
"LazyCrucible","","","","Drake, then remaining Barbmoles; Abaddon last, after every Morpho is eaten","ドレイク、次に 残り バーブモール。アバドンは最後、モルフォがすべて食べられた後"
"LazyCrucible","","","","Drake: fire x2","ドレイク：火×2"
"LazyCrucible","","","","Dreadwash (8 s)","ドレッドウォッシュ (8秒)"
"LazyCrucible","","","","Dullahan",""
"LazyCrucible","","","","Dullahan: slashing","デュラハン：斬撃"
"LazyCrucible","","","","Dullahan: Soul Crush","デュラハン ソウルクラッシュ"
"LazyCrucible","","","","Durga piece (elite)","ドゥルガーピース（エリート）"
"LazyCrucible","","","","Durga Piece + Spinner-rook Piece","ドゥルガ駒 + スピナールーク駒"
"LazyCrucible","","","","Durga Piece + Spinner-rook Piece (elite)","ドゥルガ駒 + スピナールーク駒 (エリート)"
"LazyCrucible","","","","Durga piece: Fire; spinner-rook piece: Blunt","ドゥルガーピース: 火;スピナールーク駒: ブラント"
"LazyCrucible","","","","During Burning Ward: nearest wisp first, smallest first","Burning Ward の間: 最も近いウィスプが最初、最小のウィスプが最初"
"LazyCrucible","","","","earth",""
"LazyCrucible","","","","Earth damage (weakness of both); Scouring Ash (Ashkin) for Erratic Blaster paralysis","土ダメージ（両方の弱点）。エラティック・ブラスター麻痺用の精練灰（アシュキン）"
"LazyCrucible","","","","Earth damage for Borgny, water for the Toxic Mass","ボルグニーには土ダメージ、毒塊には水ダメージ"
"LazyCrucible","","","","earth x2","土×2"
"LazyCrucible","","","","earth x2, crowd control","土×2、群衆 加工精度"
"LazyCrucible","","","","earth x2, Scouring Ash","土×2、精錬灰"
"LazyCrucible","","","","earth, crowd control","地球、群衆 加工精度"
"LazyCrucible","","","","earth, Soul Crush","アース、ソウルクラッシュ"
"LazyCrucible","","","","Earthen Ring (7 s)","土の指輪(7秒)"
"LazyCrucible","","","","Earthquake (5 s)","地震 (5秒)"
"LazyCrucible","","","","Earthrender (3 s)","アースレンダー (3秒)"
"LazyCrucible","","","","Earthshaker (4.2 s)","アースシェイカー (4.2秒)"
"LazyCrucible","","","","Ecliptic Meteor (11 s)","黄道流星 (11 秒)"
"LazyCrucible","","","","Eggs (10 s)","卵（10秒）"
"LazyCrucible","","","","elder tablitaur piece (elite)","エルダータブリタウロス作品（エリート）"
"LazyCrucible","","","","Elder Tablitaur Piece + Younger Tablitaur Piece","年長のタブリタウロスの駒 + 年下のタブリタウロスの駒"
"LazyCrucible","","","","Elder Tablitaur Piece + Younger Tablitaur Piece (elite)","年長のタブリタウロスのピース + 若いタブリタウロスのピース (エリート)"
"LazyCrucible","","","","elder tablitaur piece: Fire; younger tablitaur piece: Fire","年長のタブリタウロス作品: 火;若い頃のタブリトゥール作品: Fire"
"LazyCrucible","","","","Electric Shock (6 s)","感電(6秒)"
"LazyCrucible","","","","Endless Slashes (9 s)","エンドレススラッシュ(9秒)"
"LazyCrucible","","","","Endless Swing (6 s)","エンドレススイング(6秒)"
"LazyCrucible","","","","Endless Swipes (5.2 s)","エンドレススワイプ (5.2 秒)"
"LazyCrucible","","","","Enemy panel calls for: Cleanse","敵パネルの要求: 解除"
"LazyCrucible","","","","Enemy panel calls for: Dispel","敵パネルの要求: ディスペル"
"LazyCrucible","","","","Enemy panel calls for: Dispel, Cleanse","敵パネルの要求: ディスペル、解除"
"LazyCrucible","","","","Enemy panel calls for: Interrupt","敵パネルの要求: 詠唱中断"
"LazyCrucible","","","","Enemy panel calls for: Interrupt, Cleanse","敵パネルの呼び出し: 詠唱中断、解除"
"LazyCrucible","","","","Enemy panel calls for: Interrupt, Dispel","敵パネルの要求: 詠唱中断、ディスペル"
"LazyCrucible","","","","Enemy panel calls for: Interrupt, Dispel, Cleanse","敵パネルの呼び出し: 詠唱中断、Dispel、解除"
"LazyCrucible","","","","Enemy panel calls for: None","敵パネルの要求: なし"
"LazyCrucible","","","","Erratic Blaster (7 s)","不安定なブラスター (7秒)"
"LazyCrucible","","","","Evil Mist (4 s)","エビルミスト(4秒)"
"LazyCrucible","","","","Explosion (5 s)","爆発(5秒)"
"LazyCrucible","","","","Extremely Bad Breath (5 s)","極度の口臭 (5 秒)"
"LazyCrucible","","","","False Demon Eye","偽りの魔眼"
"LazyCrucible","","","","Fanaticism (9 s)","狂信（9秒）"
"LazyCrucible","","","","Fangs or Parting Blow for the Barbmoles","バーブモグラの牙または別れの一撃"
"LazyCrucible","","","","Feed the Bold (feed anything harmless)","Feed the Bold (無害なものを何でも与えます)"
"LazyCrucible","","","","Feral Lunge (4 s)","フェラルランジ (4秒)"
"LazyCrucible","","","","Fiery Fury (7.9 s)","激しい怒り (7.9 秒)"
"LazyCrucible","","","","Fill the Battlehorn slots before each fight","各戦闘の前にバトルホーンのスロットを埋める"
"LazyCrucible","","","","Fill the run roster at the Bentbranch Meadows entry menu","Bentbranch Meadows エントリー メニューで 周回／実行 名簿に記入します"
"LazyCrucible","","","","Final Sting (5 s)","ファイナルスティング(5秒)"
"LazyCrucible","","","","Finish both together; never kill Loosefrox first","両方を一緒に終了します。最初にルーズロックスを殺さないでください"
"LazyCrucible","","","","fire",""
"LazyCrucible","","","","Fire Call (4 s)","ファイヤーコール(4秒)"
"LazyCrucible","","","","Fire damage (their weakness); a fire-resistance-down release helps","火によるダメージ（弱点）。耐火性ダウンのリリースが役立ちます"
"LazyCrucible","","","","Fire damage; magic autos beat the sprite's physical defense","火災によるダメージ。魔法のオートがスプライトの物理防御を破る"
"LazyCrucible","","","","Fire II / Self-destruct (4 s)","ファイアII / 自爆(4秒)"
"LazyCrucible","","","","Fire III (8 s)","ファイアIII (8秒)"
"LazyCrucible","","","","fire x2","火×2"
"LazyCrucible","","","","fire x2, Soul Crush","ファイア×2、ソウルクラッシュ"
"LazyCrucible","","","","First Board of the Unbroken: L30, beast rank 5","Unbrokenの最初のボード：L30、ビーストランク5"
"LazyCrucible","","","","First Master's Board: L50 / iL120, beast rank 20","ファーストマスターボード：L50/iL120、獣ランク20"
"LazyCrucible","","","","Fivefold Fallout (3 s)","5 倍のフォールアウト (3 秒)"
"LazyCrucible","","","","Flame Shield gear (fire absorb) for Atomic Ray","原子線用フレイムシールドギア（炎吸収）"
"LazyCrucible","","","","Flame Thrower (7 s)","火炎放射器(7秒)"
"LazyCrucible","","","","Flare",""
"LazyCrucible","","","","Flauros piece (enemy)","フラウロスの駒（敵）"
"LazyCrucible","","","","Flauros Piece + Lightning Sprite","フラウロスの欠片＋ライトニングスプライト"
"LazyCrucible","","","","Flauros Piece + Lightning Sprite (enemy)","フラウロスの欠片＋ライトニングスプライト(敵)"
"LazyCrucible","","","","Flauros piece: Earth; lightning sprite: Earth","フラウロスの作品: 地球;ライトニングスプライト：地球"
"LazyCrucible","","","","Floods / Magical Mallet Theory (8 s)","フラッド/マジカルマレット理論(8秒)"
"LazyCrucible","","","","Floral Trap (5 s)","フローラルトラップ(5秒)"
"LazyCrucible","","","","Flowertender, then Guardia (once it guards), Soldado, Campeador, Sabotender","フラワーテンダー、次にガード（ガードしたら）、ソルジャー、カンピアドール、サボテンダー"
"LazyCrucible","","","","Flying Frenzy (8 s)","飛行 フレンジー (8 秒)"
"LazyCrucible","","","","Flying trap","飛行 トラップ"
"LazyCrucible","","","","Flying trap: ice x2","飛行トラップ：氷×2"
"LazyCrucible","","","","Flying trap: ice x2, crowd control","飛行トラップ：氷×2、群衆 加工精度"
"LazyCrucible","","","","Flying trap: ice, crowd control","飛行 トラップ: 氷、群衆 加工精度"
"LazyCrucible","","","","Follow the next fight","次の戦いに従う"
"LazyCrucible","","","","Fore Carve / Rear Carve (1 s)","フォアカーブ / リアカーブ (1秒)"
"LazyCrucible","","","","Forsaken Fount (5 s)","見捨てられた泉 (5秒)"
"LazyCrucible","","","","Forward Guard (5 s)","フォワードガード(5秒)"
"LazyCrucible","","","","Frontal blade line","前刃のライン"
"LazyCrucible","","","","Fuming Vomit (6 s)","発煙性嘔吐物 (6 秒)"
"LazyCrucible","","","","Gargoyle Piece","ガーゴイルの欠片"
"LazyCrucible","","","","Gargoyle Piece (elite)","ガーゴイルの欠片（エリート）"
"LazyCrucible","","","","gargoyle piece (elite)","ガーゴイルの欠片（エリート）"
